a,b,label,score
29__F_Left_index_1.BMP,43__F_Right_thumb_3.BMP,impostor,14.0
79__M_Left_middle_3.BMP,82__M_Left_thumb_2.BMP,impostor,0.0
5__M_Left_middle_3.BMP,77__M_Right_thumb_1.BMP,impostor,11.11
13__F_Right_index_3.BMP,87__M_Right_ring_3.BMP,impostor,18.42
36__M_Left_thumb_1.BMP,68__M_Right_little_1.BMP,impostor,0.0
23__M_Left_little_3.BMP,75__F_Right_index_2.BMP,impostor,13.89
68__M_Left_little_3.BMP,77__M_Left_ring_1.BMP,impostor,9.23
39__M_Left_index_3.BMP,46__M_Right_little_2.BMP,impostor,5.56
33__M_Right_index_2.BMP,54__M_Left_ring_3.BMP,impostor,16.67
90__M_Right_index_3.BMP,98__M_Right_thumb_1.BMP,impostor,13.79
22__M_Left_index_2.BMP,61__M_Left_index_1.BMP,impostor,5.88
59__F_Right_ring_2.BMP,93__M_Right_little_2.BMP,impostor,12.5
14__M_Left_middle_1.BMP,38__M_Left_little_3.BMP,impostor,11.54
12__M_Left_thumb_3.BMP,17__M_Right_thumb_3.BMP,impostor,4.17
14__M_Right_index_1.BMP,71__M_Left_little_2.BMP,impostor,25.0
3__M_Left_ring_1.BMP,67__F_Right_index_3.BMP,impostor,17.24
21__M_Right_ring_3.BMP,97__M_Left_middle_3.BMP,impostor,14.63
29__F_Right_index_1.BMP,91__F_Right_middle_3.BMP,impostor,17.14
57__M_Right_index_3.BMP,59__F_Right_index_2.BMP,impostor,8.11
27__M_Right_middle_1.BMP,64__M_Left_index_2.BMP,impostor,9.38
15__F_Left_index_3.BMP,39__M_Right_middle_1.BMP,impostor,16.22
29__F_Right_thumb_1.BMP,3__M_Left_ring_2.BMP,impostor,14.71
52__M_Left_thumb_3.BMP,7__M_Right_thumb_3.BMP,impostor,7.84
26__M_Right_thumb_3.BMP,63__M_Right_index_3.BMP,impostor,6.67
100__M_Left_ring_1.BMP,79__M_Left_ring_3.BMP,impostor,10.91
70__M_Left_little_3.BMP,70__M_Left_ring_1.BMP,impostor,10.0
15__F_Right_middle_3.BMP,89__M_Left_ring_1.BMP,impostor,17.07
2__F_Left_index_3.BMP,71__M_Left_thumb_1.BMP,impostor,0.0
100__M_Right_index_1.BMP,10__M_Right_little_2.BMP,impostor,9.68
100__M_Right_little_3.BMP,67__F_Left_middle_2.BMP,impostor,13.16
52__M_Right_little_3.BMP,8__M_Right_middle_3.BMP,impostor,12.5
57__M_Right_little_3.BMP,87__M_Right_ring_2.BMP,impostor,14.29
24__F_Right_middle_1.BMP,6__M_Right_thumb_2.BMP,impostor,7.5
63__M_Left_middle_3.BMP,75__F_Left_thumb_3.BMP,impostor,11.76
32__M_Right_ring_2.BMP,68__M_Left_little_2.BMP,impostor,12.0
54__M_Left_little_1.BMP,6__M_Left_little_2.BMP,impostor,8.0
62__M_Right_ring_2.BMP,90__M_Left_ring_3.BMP,impostor,9.09
52__M_Left_little_1.BMP,88__F_Left_ring_1.BMP,impostor,15.0
15__F_Right_thumb_1.BMP,80__M_Right_middle_2.BMP,impostor,0.0
45__M_Right_little_2.BMP,96__M_Left_thumb_1.BMP,impostor,6.67
10__M_Left_ring_3.BMP,28__M_Right_index_2.BMP,impostor,9.76
14__M_Right_index_2.BMP,58__M_Right_ring_2.BMP,impostor,5.0
6__M_Right_little_2.BMP,78__F_Left_little_3.BMP,impostor,18.75
57__M_Left_ring_1.BMP,73__M_Left_little_1.BMP,impostor,7.69
60__M_Left_little_1.BMP,9__M_Right_index_2.BMP,impostor,11.11
21__M_Left_ring_3.BMP,99__M_Right_little_1.BMP,impostor,20.83
22__M_Right_index_1.BMP,60__M_Right_ring_1.BMP,impostor,20.0
34__M_Right_index_1.BMP,65__M_Right_ring_1.BMP,impostor,10.53
75__F_Left_little_1.BMP,91__F_Left_index_2.BMP,impostor,8.82
84__M_Left_little_3.BMP,93__M_Left_middle_2.BMP,impostor,8.7
22__M_Right_little_2.BMP,52__M_Left_middle_3.BMP,impostor,8.33
3__M_Left_thumb_2.BMP,4__M_Right_ring_2.BMP,impostor,8.0
10__M_Right_middle_2.BMP,69__M_Left_ring_2.BMP,impostor,10.91
3__M_Left_ring_2.BMP,54__M_Left_middle_2.BMP,impostor,8.11
28__M_Right_index_3.BMP,33__M_Right_index_3.BMP,impostor,7.02
54__M_Right_little_3.BMP,90__M_Left_middle_2.BMP,impostor,12.5
26__M_Left_index_3.BMP,31__F_Right_thumb_3.BMP,impostor,11.11
42__F_Left_index_2.BMP,92__F_Left_index_2.BMP,impostor,9.68
42__F_Right_index_3.BMP,73__M_Left_little_2.BMP,impostor,11.9
26__M_Right_index_1.BMP,39__M_Left_thumb_2.BMP,impostor,6.06
3__M_Right_little_1.BMP,77__M_Right_ring_1.BMP,impostor,14.29
26__M_Left_middle_3.BMP,50__M_Right_index_3.BMP,impostor,5.26
32__M_Left_thumb_2.BMP,75__F_Right_thumb_1.BMP,impostor,0.0
23__M_Left_thumb_1.BMP,76__F_Left_middle_1.BMP,impostor,6.45
80__M_Left_thumb_1.BMP,93__M_Left_ring_1.BMP,impostor,8.33
16__M_Right_ring_1.BMP,38__M_Left_middle_2.BMP,impostor,5.71
54__M_Right_thumb_2.BMP,64__M_Left_index_2.BMP,impostor,9.38
34__M_Left_little_3.BMP,73__M_Left_thumb_2.BMP,impostor,4.17
32__M_Right_ring_1.BMP,93__M_Left_ring_1.BMP,impostor,6.45
61__M_Left_ring_1.BMP,85__M_Right_thumb_1.BMP,impostor,5.26
38__M_Left_index_1.BMP,66__F_Left_thumb_2.BMP,impostor,8.0
31__F_Right_middle_1.BMP,79__M_Left_index_2.BMP,impostor,8.33
6__M_Left_ring_2.BMP,95__M_Right_middle_2.BMP,impostor,7.14
23__M_Left_ring_3.BMP,72__M_Right_little_3.BMP,impostor,6.06
100__M_Left_thumb_1.BMP,3__M_Left_little_3.BMP,impostor,11.11
60__M_Left_ring_3.BMP,65__M_Right_middle_2.BMP,impostor,4.76
68__M_Right_thumb_1.BMP,89__M_Right_index_1.BMP,impostor,5.88
5__M_Left_middle_2.BMP,93__M_Left_ring_1.BMP,impostor,17.65
19__M_Left_middle_2.BMP,59__F_Right_ring_2.BMP,impostor,5.71
24__F_Right_ring_2.BMP,29__F_Right_index_1.BMP,impostor,7.14
54__M_Right_thumb_3.BMP,9__M_Left_index_3.BMP,impostor,10.34
55__M_Left_little_3.BMP,96__M_Right_little_2.BMP,impostor,9.52
42__F_Left_thumb_2.BMP,61__M_Right_index_2.BMP,impostor,10.13
10__M_Left_thumb_1.BMP,2__F_Left_thumb_2.BMP,impostor,42.86
13__F_Left_ring_3.BMP,25__F_Right_thumb_1.BMP,impostor,5.0
77__M_Left_little_1.BMP,81__F_Right_ring_2.BMP,impostor,20.0
20__M_Left_little_1.BMP,30__F_Right_little_1.BMP,impostor,6.9
57__M_Left_index_2.BMP,79__M_Left_thumb_1.BMP,impostor,11.11
52__M_Right_middle_1.BMP,97__M_Right_ring_2.BMP,impostor,15.56
46__M_Left_index_3.BMP,68__M_Right_index_2.BMP,impostor,0.0
60__M_Left_ring_1.BMP,66__F_Left_ring_1.BMP,impostor,10.0
13__F_Right_middle_2.BMP,36__M_Left_little_2.BMP,impostor,15.58
19__M_Right_thumb_1.BMP,68__M_Right_index_2.BMP,impostor,6.25
28__M_Right_middle_2.BMP,3__M_Left_middle_2.BMP,impostor,5.0
68__M_Right_thumb_2.BMP,94__M_Left_thumb_3.BMP,impostor,6.9
36__M_Right_index_3.BMP,6__M_Left_little_2.BMP,impostor,10.39
52__M_Left_little_2.BMP,87__M_Right_thumb_1.BMP,impostor,7.89
33__M_Left_little_1.BMP,98__M_Left_middle_1.BMP,impostor,8.0
19__M_Right_middle_2.BMP,45__M_Right_middle_1.BMP,impostor,10.71
28__M_Left_little_3.BMP,8__M_Right_index_3.BMP,impostor,12.12
44__M_Right_middle_1.BMP,90__M_Right_little_2.BMP,impostor,8.33
34__M_Right_little_1.BMP,78__F_Right_thumb_2.BMP,impostor,8.33
43__F_Right_middle_3.BMP,81__F_Left_middle_1.BMP,impostor,12.82
81__F_Left_ring_2.BMP,93__M_Right_little_3.BMP,impostor,12.12
25__F_Left_index_3.BMP,94__M_Right_ring_3.BMP,impostor,8.33
22__M_Left_index_3.BMP,59__F_Left_middle_1.BMP,impostor,4.55
47__F_Right_little_1.BMP,83__M_Right_ring_1.BMP,impostor,6.06
25__F_Right_middle_1.BMP,99__M_Left_middle_2.BMP,impostor,6.06
91__F_Left_ring_3.BMP,9__M_Right_index_3.BMP,impostor,7.69
47__F_Right_middle_2.BMP,51__M_Left_thumb_3.BMP,impostor,15.58
62__M_Right_thumb_3.BMP,98__M_Left_index_2.BMP,impostor,5.88
70__M_Right_index_1.BMP,80__M_Left_middle_2.BMP,impostor,6.67
19__M_Left_thumb_3.BMP,38__M_Right_little_2.BMP,impostor,14.29
31__F_Right_thumb_3.BMP,58__M_Left_middle_2.BMP,impostor,9.68
22__M_Left_ring_2.BMP,90__M_Left_little_2.BMP,impostor,13.16
7__M_Right_index_3.BMP,82__M_Left_thumb_3.BMP,impostor,16.0
31__F_Right_middle_2.BMP,64__M_Left_index_1.BMP,impostor,6.9
26__M_Right_thumb_1.BMP,37__M_Right_index_3.BMP,impostor,3.45
2__F_Right_middle_2.BMP,48__F_Left_ring_1.BMP,impostor,11.54
100__M_Left_little_3.BMP,100__M_Right_thumb_3.BMP,impostor,21.21
45__M_Right_ring_3.BMP,86__M_Right_ring_3.BMP,impostor,14.63
100__M_Right_index_2.BMP,95__M_Left_middle_2.BMP,impostor,12.5
53__M_Right_little_3.BMP,72__M_Left_middle_2.BMP,impostor,3.57
60__M_Left_little_3.BMP,75__F_Left_thumb_3.BMP,impostor,25.71
32__M_Right_thumb_1.BMP,83__M_Right_middle_3.BMP,impostor,10.53
73__M_Left_little_2.BMP,75__F_Left_thumb_3.BMP,impostor,18.42
68__M_Left_index_1.BMP,7__M_Right_ring_1.BMP,impostor,9.88
56__F_Left_little_3.BMP,98__M_Right_little_1.BMP,impostor,8.45
23__M_Left_ring_1.BMP,70__M_Right_index_1.BMP,impostor,10.53
34__M_Left_middle_3.BMP,66__F_Right_ring_3.BMP,impostor,9.09
12__M_Left_index_1.BMP,4__M_Left_little_3.BMP,impostor,7.89
15__F_Right_index_2.BMP,62__M_Left_middle_2.BMP,impostor,7.41
19__M_Left_middle_1.BMP,5__M_Left_index_3.BMP,impostor,4.17
32__M_Right_thumb_3.BMP,77__M_Right_index_3.BMP,impostor,6.9
36__M_Left_index_1.BMP,45__M_Left_thumb_1.BMP,impostor,12.9
1__M_Left_middle_1.BMP,27__M_Right_ring_3.BMP,impostor,8.57
59__F_Left_ring_1.BMP,72__M_Right_little_1.BMP,impostor,9.09
74__F_Left_middle_3.BMP,9__M_Right_little_1.BMP,impostor,10.0
69__M_Right_thumb_1.BMP,70__M_Left_ring_2.BMP,impostor,12.82
10__M_Left_index_2.BMP,3__M_Left_index_1.BMP,impostor,10.0
66__F_Left_middle_1.BMP,73__M_Left_ring_2.BMP,impostor,12.12
10__M_Left_thumb_1.BMP,72__M_Left_little_1.BMP,impostor,10.0
44__M_Left_middle_3.BMP,48__F_Right_little_1.BMP,impostor,19.05
37__M_Right_middle_1.BMP,88__F_Left_thumb_2.BMP,impostor,11.54
64__M_Left_ring_3.BMP,70__M_Right_ring_3.BMP,impostor,10.26
1__M_Right_index_2.BMP,36__M_Right_thumb_3.BMP,impostor,11.43
56__F_Left_middle_3.BMP,73__M_Right_index_1.BMP,impostor,8.57
59__F_Right_index_2.BMP,97__M_Left_index_3.BMP,impostor,8.33
64__M_Left_thumb_2.BMP,72__M_Right_ring_1.BMP,impostor,6.67
24__F_Right_ring_1.BMP,73__M_Right_middle_3.BMP,impostor,12.9
22__M_Left_ring_1.BMP,4__M_Left_ring_3.BMP,impostor,11.11
19__M_Right_middle_1.BMP,23__M_Left_ring_1.BMP,impostor,10.71
59__F_Left_middle_3.BMP,71__M_Right_little_2.BMP,impostor,8.57
11__M_Left_little_2.BMP,84__M_Right_middle_3.BMP,impostor,14.81
29__F_Left_middle_3.BMP,68__M_Right_thumb_2.BMP,impostor,10.34
47__F_Right_index_2.BMP,60__M_Left_index_3.BMP,impostor,16.67
19__M_Right_thumb_1.BMP,7__M_Right_middle_2.BMP,impostor,6.78
42__F_Right_little_1.BMP,69__M_Right_little_1.BMP,impostor,14.81
39__M_Left_ring_3.BMP,87__M_Left_middle_3.BMP,impostor,5.88
10__M_Right_middle_1.BMP,80__M_Right_index_1.BMP,impostor,13.04
17__M_Right_ring_1.BMP,18__M_Left_little_3.BMP,impostor,12.5
31__F_Left_middle_1.BMP,76__F_Left_ring_3.BMP,impostor,13.16
59__F_Right_ring_2.BMP,85__M_Left_thumb_2.BMP,impostor,7.69
75__F_Right_little_1.BMP,97__M_Left_little_3.BMP,impostor,12.9
68__M_Right_thumb_2.BMP,69__M_Left_ring_1.BMP,impostor,4.88
15__F_Left_index_1.BMP,87__M_Left_ring_3.BMP,impostor,12.0
62__M_Right_index_2.BMP,70__M_Right_middle_2.BMP,impostor,13.04
45__M_Left_thumb_2.BMP,73__M_Left_ring_3.BMP,impostor,6.67
68__M_Right_little_2.BMP,97__M_Left_middle_1.BMP,impostor,7.41
1__M_Left_little_2.BMP,41__M_Right_middle_1.BMP,impostor,8.51
50__M_Right_thumb_1.BMP,81__F_Left_index_1.BMP,impostor,25.0
28__M_Left_ring_3.BMP,30__F_Right_thumb_3.BMP,impostor,7.14
33__M_Left_thumb_3.BMP,3__M_Right_thumb_2.BMP,impostor,3.45
3__M_Right_ring_3.BMP,53__M_Left_thumb_1.BMP,impostor,9.09
38__M_Right_middle_1.BMP,86__M_Left_index_2.BMP,impostor,10.0
19__M_Left_middle_3.BMP,34__M_Right_index_1.BMP,impostor,11.76
23__M_Right_ring_1.BMP,9__M_Left_index_2.BMP,impostor,3.85
79__M_Left_thumb_1.BMP,8__M_Left_middle_1.BMP,impostor,6.25
22__M_Left_index_1.BMP,33__M_Left_middle_2.BMP,impostor,8.0
60__M_Right_index_3.BMP,88__F_Left_thumb_2.BMP,impostor,10.71
80__M_Left_ring_2.BMP,87__M_Left_little_2.BMP,impostor,6.9
11__M_Right_little_3.BMP,71__M_Left_index_3.BMP,impostor,23.81
47__F_Left_middle_3.BMP,90__M_Right_index_1.BMP,impostor,12.82
44__M_Right_middle_1.BMP,50__M_Left_index_1.BMP,impostor,8.0
26__M_Right_thumb_3.BMP,30__F_Left_ring_3.BMP,impostor,13.04
13__F_Right_little_3.BMP,88__F_Left_thumb_1.BMP,impostor,9.52
52__M_Left_middle_2.BMP,64__M_Right_index_2.BMP,impostor,11.43
11__M_Left_ring_2.BMP,58__M_Right_thumb_3.BMP,impostor,6.45
80__M_Right_little_3.BMP,85__M_Left_index_3.BMP,impostor,11.11
28__M_Left_thumb_1.BMP,31__F_Left_index_1.BMP,impostor,7.41
10__M_Left_index_1.BMP,14__M_Right_ring_3.BMP,impostor,15.0
30__F_Right_middle_2.BMP,47__F_Right_little_3.BMP,impostor,13.89
77__M_Right_thumb_1.BMP,82__M_Right_little_2.BMP,impostor,16.67
73__M_Right_index_2.BMP,86__M_Left_middle_2.BMP,impostor,4.0
37__M_Left_little_2.BMP,90__M_Right_ring_1.BMP,impostor,20.0
10__M_Left_ring_2.BMP,87__M_Left_little_1.BMP,impostor,12.0
44__M_Left_thumb_1.BMP,87__M_Right_ring_2.BMP,impostor,5.88
38__M_Right_index_1.BMP,92__F_Right_little_2.BMP,impostor,12.12
56__F_Left_ring_2.BMP,74__F_Left_middle_3.BMP,impostor,3.57
88__F_Right_index_2.BMP,97__M_Right_index_3.BMP,impostor,15.56
33__M_Left_index_2.BMP,60__M_Left_thumb_3.BMP,impostor,7.69
21__M_Right_little_2.BMP,4__M_Left_ring_2.BMP,impostor,7.41
49__M_Right_index_3.BMP,83__M_Right_middle_1.BMP,impostor,12.66
60__M_Left_ring_2.BMP,95__M_Left_index_1.BMP,impostor,11.76
63__M_Right_thumb_1.BMP,95__M_Left_ring_2.BMP,impostor,8.33
25__F_Right_thumb_1.BMP,85__M_Left_thumb_3.BMP,impostor,5.88
47__F_Right_middle_1.BMP,93__M_Left_middle_1.BMP,impostor,9.09
18__M_Right_middle_1.BMP,89__M_Left_little_3.BMP,impostor,9.68
55__M_Left_middle_2.BMP,60__M_Left_thumb_3.BMP,impostor,5.71
23__M_Right_thumb_1.BMP,61__M_Right_little_1.BMP,impostor,11.11
2__F_Left_little_3.BMP,3__M_Left_thumb_2.BMP,impostor,10.53
28__M_Left_ring_1.BMP,73__M_Right_little_1.BMP,impostor,8.33
42__F_Right_thumb_3.BMP,85__M_Left_little_2.BMP,impostor,6.67
11__M_Left_little_2.BMP,15__F_Left_ring_1.BMP,impostor,12.0
33__M_Left_index_1.BMP,69__M_Right_thumb_1.BMP,impostor,8.7
58__M_Left_index_1.BMP,88__F_Right_index_2.BMP,impostor,17.24
5__M_Left_ring_2.BMP,85__M_Left_thumb_2.BMP,impostor,0.0
21__M_Right_little_3.BMP,87__M_Right_middle_3.BMP,impostor,13.33
68__M_Right_little_3.BMP,93__M_Right_little_2.BMP,impostor,17.86
10__M_Left_ring_3.BMP,24__F_Right_ring_3.BMP,impostor,8.7
14__M_Left_middle_3.BMP,24__F_Left_thumb_2.BMP,impostor,16.67
61__M_Left_thumb_1.BMP,70__M_Left_ring_3.BMP,impostor,10.0
61__M_Left_middle_3.BMP,71__M_Left_ring_2.BMP,impostor,4.55
19__M_Right_thumb_2.BMP,53__M_Left_little_3.BMP,impostor,5.56
41__M_Left_ring_1.BMP,82__M_Left_little_1.BMP,impostor,8.7
56__F_Left_little_3.BMP,61__M_Right_ring_2.BMP,impostor,6.06
28__M_Left_ring_2.BMP,6__M_Right_little_2.BMP,impostor,6.45
62__M_Left_ring_2.BMP,74__F_Right_middle_2.BMP,impostor,17.14
60__M_Right_little_3.BMP,7__M_Right_ring_3.BMP,impostor,13.64
34__M_Left_middle_3.BMP,79__M_Right_little_1.BMP,impostor,9.52
70__M_Left_little_2.BMP,91__F_Left_little_3.BMP,impostor,17.39
38__M_Left_index_2.BMP,9__M_Left_index_2.BMP,impostor,4.76
32__M_Left_little_3.BMP,89__M_Left_thumb_2.BMP,impostor,8.57
4__M_Right_index_1.BMP,83__M_Left_ring_3.BMP,impostor,12.05
42__F_Left_ring_2.BMP,96__M_Right_ring_3.BMP,impostor,10.81
44__M_Right_middle_3.BMP,97__M_Right_little_2.BMP,impostor,6.9
16__M_Left_middle_3.BMP,84__M_Left_index_2.BMP,impostor,13.04
68__M_Right_index_3.BMP,6__M_Left_little_3.BMP,impostor,9.52
36__M_Right_little_1.BMP,76__F_Left_little_2.BMP,impostor,11.76
66__F_Left_ring_2.BMP,97__M_Left_index_2.BMP,impostor,12.5
11__M_Right_middle_2.BMP,68__M_Left_little_3.BMP,impostor,14.0
40__F_Right_little_2.BMP,72__M_Left_thumb_2.BMP,impostor,20.0
52__M_Right_little_3.BMP,64__M_Left_ring_2.BMP,impostor,5.19
43__F_Right_thumb_3.BMP,87__M_Left_little_2.BMP,impostor,14.89
76__F_Left_index_3.BMP,97__M_Right_middle_1.BMP,impostor,7.14
48__F_Right_index_1.BMP,51__M_Right_middle_1.BMP,impostor,14.04
49__M_Left_ring_2.BMP,66__F_Right_index_3.BMP,impostor,14.71
1__M_Right_little_3.BMP,27__M_Left_index_3.BMP,impostor,12.0
72__M_Left_ring_3.BMP,96__M_Right_little_2.BMP,impostor,5.56
89__M_Right_middle_2.BMP,99__M_Right_thumb_1.BMP,impostor,7.14
46__M_Left_index_3.BMP,93__M_Left_middle_2.BMP,impostor,20.0
20__M_Right_ring_2.BMP,94__M_Left_index_2.BMP,impostor,8.33
32__M_Left_little_3.BMP,59__F_Left_thumb_3.BMP,impostor,11.43
45__M_Right_ring_3.BMP,53__M_Left_thumb_2.BMP,impostor,10.0
49__M_Left_ring_3.BMP,92__F_Left_little_1.BMP,impostor,17.39
18__M_Left_thumb_1.BMP,97__M_Right_little_1.BMP,impostor,12.82
23__M_Right_ring_2.BMP,2__F_Left_ring_1.BMP,impostor,8.82
69__M_Right_thumb_2.BMP,86__M_Right_middle_3.BMP,impostor,7.41
20__M_Right_thumb_2.BMP,25__F_Left_thumb_1.BMP,impostor,13.33
67__F_Left_ring_3.BMP,72__M_Left_ring_3.BMP,impostor,18.18
24__F_Left_index_1.BMP,59__F_Left_middle_1.BMP,impostor,7.89
5__M_Left_little_3.BMP,75__F_Right_middle_2.BMP,impostor,14.29
71__M_Left_thumb_2.BMP,98__M_Left_little_2.BMP,impostor,0.0
75__F_Right_middle_1.BMP,78__F_Right_index_2.BMP,impostor,17.86
19__M_Left_index_1.BMP,24__F_Right_thumb_1.BMP,impostor,7.41
19__M_Left_ring_3.BMP,66__F_Right_thumb_1.BMP,impostor,0.0
30__F_Left_ring_2.BMP,88__F_Left_middle_1.BMP,impostor,20.69
69__M_Left_little_2.BMP,70__M_Right_ring_1.BMP,impostor,16.67
100__M_Left_thumb_3.BMP,67__F_Left_little_1.BMP,impostor,9.38
13__F_Left_index_1.BMP,37__M_Left_thumb_3.BMP,impostor,0.0
36__M_Right_index_3.BMP,63__M_Right_ring_1.BMP,impostor,11.59
3__M_Right_index_1.BMP,71__M_Right_thumb_2.BMP,impostor,18.0
65__M_Right_thumb_3.BMP,9__M_Left_middle_3.BMP,impostor,10.81
45__M_Left_ring_2.BMP,64__M_Left_little_1.BMP,impostor,6.9
47__F_Right_little_1.BMP,52__M_Left_little_2.BMP,impostor,10.71
14__M_Right_index_3.BMP,33__M_Left_middle_3.BMP,impostor,8.11
58__M_Right_index_1.BMP,60__M_Left_little_2.BMP,impostor,10.53
55__M_Right_thumb_2.BMP,76__F_Right_index_1.BMP,impostor,3.7
35__M_Right_index_2.BMP,69__M_Right_middle_1.BMP,impostor,6.06
12__M_Left_thumb_2.BMP,29__F_Right_little_3.BMP,impostor,9.09
1__M_Left_index_2.BMP,99__M_Right_ring_1.BMP,impostor,8.82
64__M_Left_middle_3.BMP,65__M_Left_little_1.BMP,impostor,6.45
11__M_Left_ring_1.BMP,34__M_Left_little_3.BMP,impostor,9.52
33__M_Right_thumb_2.BMP,76__F_Right_thumb_1.BMP,impostor,8.7
31__F_Left_little_1.BMP,70__M_Left_little_3.BMP,impostor,20.83
35__M_Right_ring_3.BMP,86__M_Left_middle_2.BMP,impostor,12.5
12__M_Left_ring_3.BMP,60__M_Left_index_1.BMP,impostor,6.9
43__F_Left_little_1.BMP,98__M_Right_middle_3.BMP,impostor,14.71
70__M_Left_little_3.BMP,71__M_Right_thumb_3.BMP,impostor,12.0
24__F_Right_thumb_2.BMP,26__M_Right_thumb_1.BMP,impostor,6.9
14__M_Right_thumb_1.BMP,20__M_Right_index_1.BMP,impostor,15.38
33__M_Left_index_2.BMP,99__M_Left_middle_3.BMP,impostor,9.38
18__M_Right_thumb_2.BMP,85__M_Right_middle_1.BMP,impostor,5.71
72__M_Right_little_2.BMP,97__M_Right_index_1.BMP,impostor,14.29
10__M_Right_middle_3.BMP,92__F_Right_little_3.BMP,impostor,4.17
33__M_Left_little_1.BMP,45__M_Right_thumb_1.BMP,impostor,10.0
27__M_Right_thumb_1.BMP,75__F_Right_ring_3.BMP,impostor,14.12
55__M_Left_ring_1.BMP,56__F_Right_ring_1.BMP,impostor,10.0
24__F_Right_thumb_2.BMP,3__M_Right_thumb_2.BMP,impostor,16.0
22__M_Left_thumb_1.BMP,78__F_Left_thumb_1.BMP,impostor,9.09
17__M_Right_middle_2.BMP,67__F_Right_middle_1.BMP,impostor,15.62
10__M_Left_middle_2.BMP,51__M_Right_thumb_3.BMP,impostor,0.0
11__M_Right_little_3.BMP,95__M_Right_index_1.BMP,impostor,12.5
52__M_Right_little_2.BMP,72__M_Right_ring_1.BMP,impostor,9.09
36__M_Left_little_3.BMP,92__F_Right_index_3.BMP,impostor,17.02
5__M_Left_ring_3.BMP,76__F_Right_index_1.BMP,impostor,9.09
61__M_Left_index_2.BMP,67__F_Left_index_1.BMP,impostor,8.96
15__F_Right_little_3.BMP,48__F_Right_ring_3.BMP,impostor,17.24
85__M_Left_index_3.BMP,96__M_Left_little_3.BMP,impostor,10.0
66__F_Left_thumb_1.BMP,83__M_Left_little_2.BMP,impostor,7.69
36__M_Right_index_1.BMP,79__M_Right_ring_2.BMP,impostor,10.99
29__F_Right_index_3.BMP,83__M_Left_ring_3.BMP,impostor,11.36
63__M_Left_little_1.BMP,83__M_Right_index_3.BMP,impostor,14.29
39__M_Left_ring_1.BMP,46__M_Right_thumb_1.BMP,impostor,0.0
40__F_Right_thumb_3.BMP,94__M_Left_middle_1.BMP,impostor,9.68
27__M_Right_little_1.BMP,46__M_Right_ring_3.BMP,impostor,12.12
11__M_Right_index_1.BMP,98__M_Right_middle_3.BMP,impostor,5.88
17__M_Left_ring_1.BMP,30__F_Right_thumb_3.BMP,impostor,10.0
23__M_Left_little_1.BMP,43__F_Right_ring_2.BMP,impostor,10.2
62__M_Right_little_2.BMP,63__M_Left_thumb_3.BMP,impostor,6.9
15__F_Right_middle_1.BMP,50__M_Left_ring_3.BMP,impostor,7.14
43__F_Right_thumb_3.BMP,78__F_Left_index_3.BMP,impostor,8.57
71__M_Right_middle_2.BMP,97__M_Right_little_2.BMP,impostor,9.52
56__F_Left_index_3.BMP,8__M_Left_index_1.BMP,impostor,7.14
45__M_Left_little_3.BMP,51__M_Right_little_1.BMP,impostor,23.08
52__M_Right_index_2.BMP,64__M_Left_little_1.BMP,impostor,3.57
74__F_Right_little_1.BMP,75__F_Left_little_3.BMP,impostor,3.7
19__M_Right_thumb_1.BMP,83__M_Right_index_1.BMP,impostor,5.88
18__M_Left_ring_1.BMP,82__M_Right_middle_1.BMP,impostor,11.54
33__M_Left_middle_1.BMP,35__M_Right_middle_3.BMP,impostor,11.63
61__M_Right_ring_2.BMP,63__M_Right_thumb_3.BMP,impostor,12.12
33__M_Right_index_3.BMP,99__M_Left_middle_2.BMP,impostor,12.0
19__M_Left_index_2.BMP,80__M_Right_little_1.BMP,impostor,10.0
35__M_Left_index_1.BMP,84__M_Right_index_2.BMP,impostor,12.2
1__M_Right_middle_2.BMP,77__M_Right_middle_2.BMP,impostor,16.0
30__F_Right_middle_1.BMP,33__M_Left_middle_3.BMP,impostor,13.33
1__M_Right_thumb_3.BMP,78__F_Left_ring_1.BMP,impostor,11.76
83__M_Right_thumb_1.BMP,84__M_Right_thumb_2.BMP,impostor,10.53
48__F_Left_middle_2.BMP,74__F_Right_middle_2.BMP,impostor,9.09
21__M_Right_little_3.BMP,79__M_Right_ring_2.BMP,impostor,14.29
76__F_Left_little_1.BMP,97__M_Left_middle_1.BMP,impostor,9.38
37__M_Right_index_3.BMP,92__F_Left_ring_1.BMP,impostor,8.33
3__M_Left_thumb_3.BMP,62__M_Left_middle_3.BMP,impostor,11.54
49__M_Right_middle_1.BMP,64__M_Right_index_3.BMP,impostor,9.84
27__M_Left_index_1.BMP,41__M_Left_thumb_1.BMP,impostor,18.18
21__M_Left_index_1.BMP,22__M_Left_index_3.BMP,impostor,0.0
33__M_Right_ring_1.BMP,71__M_Left_index_1.BMP,impostor,6.67
16__M_Left_index_1.BMP,40__F_Right_little_1.BMP,impostor,11.76
83__M_Left_middle_1.BMP,98__M_Left_index_3.BMP,impostor,6.45
67__F_Right_thumb_2.BMP,99__M_Left_thumb_2.BMP,impostor,18.18
14__M_Right_middle_2.BMP,65__M_Left_thumb_3.BMP,impostor,25.0
11__M_Left_ring_3.BMP,23__M_Right_ring_2.BMP,impostor,15.62
22__M_Left_thumb_2.BMP,86__M_Right_index_1.BMP,impostor,13.33
