a,b,label,score
11__M_Right_index_2.BMP,69__M_Right_thumb_1.BMP,impostor,26.0
28__M_Left_thumb_1.BMP,8__M_Left_thumb_1.BMP,impostor,12.0
65__M_Right_middle_1.BMP,90__M_Right_ring_1.BMP,impostor,16.0
32__M_Left_middle_3.BMP,67__F_Left_ring_3.BMP,impostor,12.0
54__M_Right_thumb_3.BMP,58__M_Right_index_2.BMP,impostor,14.0
40__F_Right_little_1.BMP,55__M_Left_thumb_3.BMP,impostor,18.0
5__M_Left_index_2.BMP,6__M_Right_index_2.BMP,impostor,12.0
81__F_Right_ring_3.BMP,93__M_Right_index_1.BMP,impostor,16.0
48__F_Left_index_3.BMP,77__M_Right_middle_1.BMP,impostor,14.0
20__M_Left_ring_2.BMP,28__M_Right_little_3.BMP,impostor,20.0
5__M_Left_little_2.BMP,71__M_Left_ring_3.BMP,impostor,14.0
91__F_Left_thumb_3.BMP,99__M_Right_little_1.BMP,impostor,20.0
75__F_Right_middle_3.BMP,83__M_Right_index_3.BMP,impostor,12.0
24__F_Right_middle_2.BMP,30__F_Right_little_3.BMP,impostor,12.0
36__M_Left_little_2.BMP,98__M_Right_middle_3.BMP,impostor,18.0
80__M_Right_ring_3.BMP,91__F_Left_index_1.BMP,impostor,12.0
83__M_Right_little_1.BMP,91__F_Right_ring_1.BMP,impostor,22.0
72__M_Left_little_1.BMP,87__M_Left_middle_2.BMP,impostor,10.0
2__F_Left_ring_2.BMP,67__F_Right_index_2.BMP,impostor,14.0
4__M_Left_thumb_2.BMP,78__F_Right_index_1.BMP,impostor,12.0
31__F_Right_index_2.BMP,65__M_Right_ring_3.BMP,impostor,14.0
33__M_Right_index_2.BMP,95__M_Right_middle_1.BMP,impostor,12.0
38__M_Right_thumb_3.BMP,47__F_Left_ring_1.BMP,impostor,14.0
19__M_Right_ring_1.BMP,47__F_Right_ring_1.BMP,impostor,8.0
45__M_Left_index_3.BMP,88__F_Left_index_2.BMP,impostor,22.0
41__M_Right_ring_1.BMP,99__M_Left_thumb_1.BMP,impostor,10.0
1__M_Left_ring_3.BMP,88__F_Left_ring_2.BMP,impostor,16.0
18__M_Left_index_1.BMP,98__M_Left_thumb_1.BMP,impostor,14.0
25__F_Left_index_1.BMP,64__M_Left_middle_1.BMP,impostor,12.0
32__M_Right_ring_1.BMP,5__M_Left_little_1.BMP,impostor,16.0
37__M_Left_middle_2.BMP,52__M_Left_middle_1.BMP,impostor,8.0
25__F_Left_ring_2.BMP,38__M_Right_index_1.BMP,impostor,8.0
49__M_Left_middle_2.BMP,9__M_Right_ring_1.BMP,impostor,16.0
1__M_Right_ring_1.BMP,96__M_Left_ring_1.BMP,impostor,12.0
50__M_Left_ring_1.BMP,75__F_Left_middle_1.BMP,impostor,12.0
100__M_Right_little_2.BMP,10__M_Left_ring_1.BMP,impostor,14.0
44__M_Left_ring_2.BMP,77__M_Right_little_1.BMP,impostor,12.0
66__F_Left_little_1.BMP,7__M_Right_ring_1.BMP,impostor,10.0
53__M_Right_ring_3.BMP,55__M_Left_ring_2.BMP,impostor,14.0
22__M_Right_little_3.BMP,83__M_Right_thumb_2.BMP,impostor,12.0
62__M_Right_ring_1.BMP,81__F_Left_middle_1.BMP,impostor,10.0
26__M_Left_little_3.BMP,38__M_Left_little_2.BMP,impostor,10.0
56__F_Left_middle_1.BMP,78__F_Right_middle_1.BMP,impostor,16.0
10__M_Left_thumb_2.BMP,97__M_Right_ring_3.BMP,impostor,10.0
12__M_Right_thumb_1.BMP,54__M_Right_little_2.BMP,impostor,12.0
37__M_Right_little_2.BMP,91__F_Right_index_2.BMP,impostor,10.0
23__M_Left_index_1.BMP,29__F_Left_thumb_1.BMP,impostor,12.0
2__F_Right_middle_3.BMP,51__M_Left_little_2.BMP,impostor,14.0
24__F_Right_ring_2.BMP,35__M_Left_index_2.BMP,impostor,12.0
28__M_Right_middle_3.BMP,88__F_Right_ring_1.BMP,impostor,14.0
42__F_Right_middle_3.BMP,90__M_Right_index_2.BMP,impostor,14.0
18__M_Right_ring_1.BMP,93__M_Left_middle_3.BMP,impostor,12.0
21__M_Right_little_1.BMP,9__M_Right_index_3.BMP,impostor,18.0
14__M_Right_little_1.BMP,67__F_Right_ring_1.BMP,impostor,16.0
81__F_Left_little_3.BMP,91__F_Right_thumb_1.BMP,impostor,12.0
68__M_Left_index_3.BMP,70__M_Left_middle_3.BMP,impostor,16.0
57__M_Left_ring_3.BMP,97__M_Right_thumb_2.BMP,impostor,12.0
100__M_Right_middle_1.BMP,5__M_Right_middle_2.BMP,impostor,14.0
2__F_Right_thumb_3.BMP,79__M_Right_middle_2.BMP,impostor,12.0
22__M_Left_middle_2.BMP,73__M_Left_thumb_2.BMP,impostor,14.0
11__M_Left_ring_1.BMP,1__M_Right_ring_2.BMP,impostor,10.0
91__F_Right_ring_3.BMP,92__F_Right_thumb_1.BMP,impostor,16.0
75__F_Right_middle_1.BMP,92__F_Right_middle_1.BMP,impostor,10.0
63__M_Left_middle_3.BMP,99__M_Left_thumb_1.BMP,impostor,12.0
14__M_Left_thumb_2.BMP,93__M_Left_little_3.BMP,impostor,10.0
70__M_Left_middle_3.BMP,93__M_Left_little_1.BMP,impostor,12.0
4__M_Left_little_1.BMP,50__M_Left_middle_1.BMP,impostor,12.0
50__M_Right_ring_3.BMP,57__M_Right_index_2.BMP,impostor,16.0
21__M_Left_little_3.BMP,75__F_Left_middle_2.BMP,impostor,10.0
25__F_Right_index_3.BMP,47__F_Right_ring_2.BMP,impostor,8.0
18__M_Right_little_1.BMP,61__M_Right_little_2.BMP,impostor,18.0
70__M_Right_thumb_3.BMP,79__M_Left_ring_3.BMP,impostor,8.0
100__M_Right_little_2.BMP,42__F_Right_ring_1.BMP,impostor,12.0
61__M_Left_ring_3.BMP,95__M_Right_index_3.BMP,impostor,14.0
100__M_Right_middle_1.BMP,19__M_Left_little_1.BMP,impostor,16.0
41__M_Left_index_2.BMP,56__F_Right_middle_2.BMP,impostor,10.0
33__M_Left_little_2.BMP,72__M_Left_middle_3.BMP,impostor,10.0
45__M_Left_thumb_1.BMP,4__M_Left_ring_3.BMP,impostor,10.0
22__M_Left_little_3.BMP,85__M_Left_middle_2.BMP,impostor,12.0
41__M_Right_little_1.BMP,73__M_Right_index_3.BMP,impostor,14.0
26__M_Right_little_1.BMP,32__M_Left_thumb_1.BMP,impostor,14.0
27__M_Left_thumb_2.BMP,38__M_Left_index_3.BMP,impostor,18.0
27__M_Left_little_3.BMP,37__M_Right_ring_1.BMP,impostor,10.0
66__F_Right_little_2.BMP,78__F_Left_little_2.BMP,impostor,14.0
7__M_Right_little_1.BMP,89__M_Right_little_1.BMP,impostor,16.0
41__M_Right_thumb_2.BMP,68__M_Right_thumb_1.BMP,impostor,12.0
45__M_Left_little_2.BMP,71__M_Right_middle_2.BMP,impostor,10.0
28__M_Left_index_1.BMP,98__M_Left_thumb_1.BMP,impostor,12.0
14__M_Right_middle_1.BMP,65__M_Left_index_2.BMP,impostor,10.0
20__M_Right_little_1.BMP,41__M_Right_ring_2.BMP,impostor,14.0
33__M_Left_index_2.BMP,47__F_Right_index_2.BMP,impostor,12.0
27__M_Left_little_3.BMP,97__M_Left_middle_3.BMP,impostor,8.0
69__M_Right_little_2.BMP,99__M_Left_index_2.BMP,impostor,10.0
35__M_Right_middle_3.BMP,63__M_Left_thumb_3.BMP,impostor,12.0
62__M_Left_little_2.BMP,90__M_Left_ring_2.BMP,impostor,12.0
25__F_Left_little_2.BMP,27__M_Left_ring_1.BMP,impostor,14.0
26__M_Right_thumb_3.BMP,29__F_Left_ring_3.BMP,impostor,12.0
18__M_Left_thumb_2.BMP,96__M_Right_middle_3.BMP,impostor,10.0
28__M_Left_index_2.BMP,30__F_Right_index_1.BMP,impostor,12.0
58__M_Right_index_1.BMP,98__M_Left_ring_1.BMP,impostor,20.0
58__M_Right_little_2.BMP,65__M_Left_little_1.BMP,impostor,14.0
33__M_Left_index_2.BMP,86__M_Right_thumb_2.BMP,impostor,14.0
39__M_Left_thumb_2.BMP,4__M_Right_middle_2.BMP,impostor,14.0
22__M_Right_index_1.BMP,95__M_Left_index_2.BMP,impostor,10.0
27__M_Left_thumb_1.BMP,83__M_Left_little_3.BMP,impostor,12.0
18__M_Left_little_2.BMP,5__M_Right_middle_2.BMP,impostor,14.0
15__F_Right_middle_3.BMP,66__F_Left_thumb_2.BMP,impostor,6.0
72__M_Right_thumb_3.BMP,75__F_Right_thumb_1.BMP,impostor,10.0
89__M_Right_index_2.BMP,97__M_Left_middle_1.BMP,impostor,14.0
5__M_Right_index_1.BMP,62__M_Left_little_2.BMP,impostor,10.0
18__M_Right_ring_2.BMP,56__F_Right_middle_3.BMP,impostor,10.0
49__M_Left_index_3.BMP,58__M_Right_ring_3.BMP,impostor,10.0
51__M_Left_little_3.BMP,99__M_Right_index_3.BMP,impostor,12.0
54__M_Left_thumb_3.BMP,91__F_Right_little_3.BMP,impostor,12.0
18__M_Left_thumb_1.BMP,58__M_Left_ring_2.BMP,impostor,14.0
33__M_Left_little_2.BMP,4__M_Left_thumb_3.BMP,impostor,12.0
22__M_Left_thumb_1.BMP,7__M_Left_ring_1.BMP,impostor,16.0
5__M_Right_little_2.BMP,89__M_Left_little_2.BMP,impostor,10.0
43__F_Left_thumb_2.BMP,45__M_Right_ring_3.BMP,impostor,8.0
37__M_Right_little_3.BMP,90__M_Left_middle_1.BMP,impostor,8.0
88__F_Right_little_2.BMP,96__M_Right_middle_1.BMP,impostor,12.0
2__F_Left_thumb_3.BMP,35__M_Right_middle_1.BMP,impostor,6.0
2__F_Left_thumb_1.BMP,93__M_Left_little_1.BMP,impostor,16.0
54__M_Left_middle_1.BMP,90__M_Right_ring_1.BMP,impostor,12.0
33__M_Right_index_3.BMP,93__M_Right_middle_2.BMP,impostor,10.0
13__F_Right_thumb_3.BMP,94__M_Right_thumb_1.BMP,impostor,10.0
59__F_Right_index_3.BMP,5__M_Left_index_1.BMP,impostor,10.0
28__M_Right_index_3.BMP,67__F_Right_ring_2.BMP,impostor,24.0
32__M_Left_index_2.BMP,70__M_Right_index_1.BMP,impostor,22.0
14__M_Right_little_2.BMP,14__M_Right_ring_1.BMP,impostor,10.0
25__F_Left_index_3.BMP,53__M_Right_thumb_1.BMP,impostor,12.0
16__M_Left_thumb_3.BMP,69__M_Left_thumb_2.BMP,impostor,12.0
59__F_Left_little_2.BMP,74__F_Right_ring_2.BMP,impostor,10.0
23__M_Left_thumb_3.BMP,65__M_Right_index_2.BMP,impostor,16.0
15__F_Right_little_3.BMP,57__M_Right_index_2.BMP,impostor,8.0
64__M_Left_index_3.BMP,75__F_Left_ring_1.BMP,impostor,22.0
1__M_Right_thumb_1.BMP,86__M_Left_little_1.BMP,impostor,14.0
45__M_Left_middle_3.BMP,97__M_Left_ring_3.BMP,impostor,12.0
39__M_Left_ring_3.BMP,73__M_Right_thumb_3.BMP,impostor,12.0
22__M_Left_ring_3.BMP,62__M_Right_index_3.BMP,impostor,10.0
41__M_Right_thumb_1.BMP,6__M_Right_index_2.BMP,impostor,14.0
51__M_Right_index_2.BMP,86__M_Right_index_1.BMP,impostor,14.0
61__M_Right_middle_1.BMP,92__F_Right_thumb_3.BMP,impostor,10.0
30__F_Right_middle_1.BMP,42__F_Left_ring_1.BMP,impostor,12.0
36__M_Right_ring_1.BMP,91__F_Left_ring_3.BMP,impostor,12.0
43__F_Left_little_3.BMP,86__M_Right_middle_2.BMP,impostor,12.0
27__M_Left_thumb_2.BMP,34__M_Right_middle_1.BMP,impostor,10.0
79__M_Left_ring_3.BMP,94__M_Right_little_2.BMP,impostor,6.0
58__M_Left_middle_1.BMP,85__M_Left_ring_3.BMP,impostor,14.0
30__F_Left_index_3.BMP,50__M_Right_little_3.BMP,impostor,10.0
39__M_Left_index_2.BMP,64__M_Left_middle_1.BMP,impostor,10.0
39__M_Right_little_3.BMP,85__M_Right_thumb_2.BMP,impostor,16.0
46__M_Right_ring_1.BMP,4__M_Left_little_1.BMP,impostor,8.0
57__M_Left_ring_3.BMP,63__M_Right_index_2.BMP,impostor,12.0
88__F_Left_middle_1.BMP,92__F_Right_index_1.BMP,impostor,10.0
50__M_Right_ring_2.BMP,92__F_Left_thumb_3.BMP,impostor,8.0
4__M_Left_thumb_3.BMP,52__M_Left_thumb_2.BMP,impostor,14.0
54__M_Left_thumb_2.BMP,80__M_Right_middle_3.BMP,impostor,16.0
55__M_Right_thumb_2.BMP,62__M_Left_middle_3.BMP,impostor,12.0
81__F_Right_little_3.BMP,82__M_Left_ring_3.BMP,impostor,14.0
28__M_Left_index_3.BMP,78__F_Right_index_2.BMP,impostor,10.0
16__M_Right_index_1.BMP,55__M_Left_thumb_3.BMP,impostor,14.0
7__M_Left_thumb_1.BMP,91__F_Left_middle_2.BMP,impostor,16.0
17__M_Right_middle_2.BMP,48__F_Right_index_3.BMP,impostor,12.0
2__F_Right_little_2.BMP,88__F_Left_little_1.BMP,impostor,10.0
62__M_Left_little_1.BMP,71__M_Left_index_3.BMP,impostor,12.0
81__F_Right_middle_2.BMP,95__M_Right_index_1.BMP,impostor,12.0
46__M_Right_little_2.BMP,57__M_Left_thumb_1.BMP,impostor,16.0
48__F_Right_little_2.BMP,99__M_Right_thumb_1.BMP,impostor,12.0
15__F_Left_thumb_2.BMP,84__M_Right_ring_3.BMP,impostor,8.0
24__F_Left_little_1.BMP,74__F_Left_index_1.BMP,impostor,10.0
73__M_Left_ring_3.BMP,90__M_Right_thumb_3.BMP,impostor,10.0
90__M_Right_ring_2.BMP,91__F_Right_thumb_3.BMP,impostor,8.0
78__F_Right_ring_3.BMP,92__F_Left_thumb_3.BMP,impostor,10.0
54__M_Right_thumb_2.BMP,77__M_Right_thumb_2.BMP,impostor,18.0
33__M_Right_ring_2.BMP,5__M_Left_index_3.BMP,impostor,10.0
6__M_Left_little_2.BMP,87__M_Right_thumb_3.BMP,impostor,16.0
31__F_Left_thumb_3.BMP,9__M_Left_ring_1.BMP,impostor,18.0
66__F_Left_little_2.BMP,67__F_Left_ring_3.BMP,impostor,10.0
7__M_Left_ring_2.BMP,98__M_Left_ring_2.BMP,impostor,10.0
14__M_Right_thumb_3.BMP,59__F_Left_thumb_1.BMP,impostor,8.0
4__M_Left_little_2.BMP,7__M_Right_middle_1.BMP,impostor,22.0
20__M_Left_index_2.BMP,81__F_Left_index_1.BMP,impostor,20.0
34__M_Left_thumb_2.BMP,57__M_Right_little_1.BMP,impostor,14.0
19__M_Right_middle_2.BMP,42__F_Right_thumb_3.BMP,impostor,12.0
10__M_Left_index_2.BMP,88__F_Right_middle_1.BMP,impostor,12.0
22__M_Right_ring_2.BMP,53__M_Left_little_1.BMP,impostor,10.0
67__F_Left_thumb_2.BMP,74__F_Left_little_3.BMP,impostor,16.0
24__F_Right_little_3.BMP,41__M_Left_little_3.BMP,impostor,10.0
95__M_Right_ring_2.BMP,9__M_Right_ring_3.BMP,impostor,18.0
16__M_Left_ring_1.BMP,5__M_Left_ring_2.BMP,impostor,14.0
47__F_Right_thumb_3.BMP,95__M_Right_ring_1.BMP,impostor,10.0
44__M_Left_little_2.BMP,52__M_Right_index_1.BMP,impostor,16.0
10__M_Left_ring_1.BMP,62__M_Right_little_1.BMP,impostor,10.0
42__F_Left_ring_1.BMP,47__F_Left_index_1.BMP,impostor,10.0
11__M_Right_thumb_1.BMP,91__F_Left_middle_3.BMP,impostor,12.0
58__M_Left_index_3.BMP,87__M_Right_middle_3.BMP,impostor,12.0
33__M_Right_ring_1.BMP,86__M_Left_little_1.BMP,impostor,10.0
12__M_Left_middle_2.BMP,3__M_Right_ring_3.BMP,impostor,14.0
21__M_Right_thumb_1.BMP,61__M_Right_little_3.BMP,impostor,12.0
30__F_Right_little_2.BMP,97__M_Left_index_2.BMP,impostor,8.0
10__M_Left_thumb_3.BMP,75__F_Right_middle_3.BMP,impostor,10.0
38__M_Right_ring_2.BMP,58__M_Right_thumb_1.BMP,impostor,8.0
20__M_Left_middle_2.BMP,26__M_Left_little_2.BMP,impostor,12.0
34__M_Left_index_1.BMP,50__M_Left_middle_3.BMP,impostor,14.0
63__M_Left_ring_3.BMP,74__F_Left_thumb_1.BMP,impostor,14.0
82__M_Right_little_2.BMP,88__F_Left_ring_2.BMP,impostor,16.0
57__M_Left_ring_2.BMP,74__F_Right_index_3.BMP,impostor,18.0
13__F_Left_thumb_2.BMP,64__M_Left_ring_1.BMP,impostor,16.0
46__M_Left_thumb_1.BMP,86__M_Right_little_1.BMP,impostor,10.0
49__M_Right_little_3.BMP,75__F_Left_middle_2.BMP,impostor,10.0
15__F_Left_ring_2.BMP,69__M_Left_thumb_1.BMP,impostor,12.0
25__F_Right_thumb_3.BMP,36__M_Right_little_2.BMP,impostor,20.0
2__F_Left_little_2.BMP,38__M_Right_middle_2.BMP,impostor,16.0
23__M_Left_ring_1.BMP,59__F_Left_little_2.BMP,impostor,12.0
52__M_Left_little_1.BMP,93__M_Right_little_2.BMP,impostor,14.0
43__F_Left_index_3.BMP,73__M_Right_middle_3.BMP,impostor,8.0
17__M_Right_little_3.BMP,30__F_Right_index_2.BMP,impostor,14.0
70__M_Left_little_3.BMP,90__M_Right_thumb_3.BMP,impostor,12.0
1__M_Left_index_1.BMP,96__M_Right_ring_2.BMP,impostor,14.0
15__F_Right_middle_2.BMP,55__M_Left_middle_3.BMP,impostor,14.0
19__M_Right_thumb_2.BMP,44__M_Left_index_1.BMP,impostor,10.0
67__F_Left_little_1.BMP,93__M_Left_middle_3.BMP,impostor,12.0
35__M_Left_index_2.BMP,96__M_Left_ring_2.BMP,impostor,12.0
20__M_Right_ring_3.BMP,83__M_Right_little_2.BMP,impostor,10.0
41__M_Left_thumb_3.BMP,49__M_Left_index_1.BMP,impostor,14.0
55__M_Right_middle_1.BMP,85__M_Left_ring_3.BMP,impostor,18.0
17__M_Right_ring_1.BMP,32__M_Left_little_1.BMP,impostor,10.0
58__M_Right_index_1.BMP,91__F_Left_thumb_2.BMP,impostor,28.0
17__M_Left_middle_1.BMP,44__M_Right_middle_3.BMP,impostor,10.0
16__M_Left_index_2.BMP,43__F_Right_middle_2.BMP,impostor,16.0
2__F_Left_middle_1.BMP,86__M_Left_index_2.BMP,impostor,10.0
42__F_Right_ring_2.BMP,80__M_Right_index_1.BMP,impostor,8.0
35__M_Left_middle_3.BMP,58__M_Right_index_1.BMP,impostor,12.0
100__M_Left_little_2.BMP,33__M_Left_little_3.BMP,impostor,14.0
92__F_Right_thumb_1.BMP,93__M_Left_middle_3.BMP,impostor,12.0
66__F_Left_middle_3.BMP,99__M_Right_little_3.BMP,impostor,12.0
69__M_Right_ring_2.BMP,8__M_Left_ring_3.BMP,impostor,12.0
41__M_Left_index_1.BMP,5__M_Left_index_2.BMP,impostor,10.0
33__M_Left_middle_1.BMP,75__F_Right_thumb_3.BMP,impostor,20.0
10__M_Right_ring_2.BMP,53__M_Left_ring_3.BMP,impostor,14.0
50__M_Right_index_1.BMP,67__F_Right_index_2.BMP,impostor,14.0
24__F_Left_ring_2.BMP,61__M_Left_thumb_2.BMP,impostor,10.0
56__F_Right_ring_2.BMP,91__F_Left_middle_1.BMP,impostor,18.0
34__M_Right_ring_1.BMP,6__M_Left_little_2.BMP,impostor,18.0
1__M_Left_little_2.BMP,49__M_Right_middle_2.BMP,impostor,14.0
56__F_Left_index_2.BMP,93__M_Right_middle_3.BMP,impostor,14.0
2__F_Right_middle_2.BMP,63__M_Left_index_1.BMP,impostor,12.0
100__M_Right_middle_2.BMP,2__F_Right_little_3.BMP,impostor,10.0
35__M_Left_middle_2.BMP,68__M_Left_little_2.BMP,impostor,8.0
12__M_Right_thumb_3.BMP,22__M_Right_little_1.BMP,impostor,8.0
100__M_Right_ring_1.BMP,61__M_Left_thumb_1.BMP,impostor,14.0
39__M_Left_ring_2.BMP,77__M_Right_little_2.BMP,impostor,14.0
88__F_Right_middle_2.BMP,90__M_Left_little_2.BMP,impostor,16.0
3__M_Right_little_1.BMP,91__F_Left_ring_3.BMP,impostor,16.0
66__F_Left_index_3.BMP,76__F_Right_thumb_1.BMP,impostor,14.0
11__M_Left_middle_2.BMP,99__M_Left_index_3.BMP,impostor,10.0
14__M_Right_index_3.BMP,99__M_Left_index_2.BMP,impostor,10.0
17__M_Right_thumb_1.BMP,47__F_Left_ring_2.BMP,impostor,10.0
33__M_Left_index_2.BMP,58__M_Left_middle_2.BMP,impostor,14.0
58__M_Left_ring_1.BMP,88__F_Left_middle_2.BMP,impostor,16.0
38__M_Right_middle_3.BMP,6__M_Right_ring_1.BMP,impostor,16.0
10__M_Right_ring_1.BMP,55__M_Right_index_3.BMP,impostor,10.0
55__M_Right_thumb_2.BMP,74__F_Left_index_1.BMP,impostor,16.0
82__M_Right_thumb_1.BMP,93__M_Left_thumb_1.BMP,impostor,18.0
28__M_Left_middle_3.BMP,94__M_Left_ring_1.BMP,impostor,20.0
13__F_Right_thumb_3.BMP,74__F_Left_ring_1.BMP,impostor,10.0
30__F_Left_middle_3.BMP,94__M_Left_middle_1.BMP,impostor,6.0
21__M_Left_ring_1.BMP,95__M_Left_ring_3.BMP,impostor,8.0
40__F_Left_thumb_3.BMP,61__M_Right_ring_3.BMP,impostor,10.0
23__M_Right_thumb_2.BMP,49__M_Left_thumb_3.BMP,impostor,12.0
56__F_Left_little_2.BMP,88__F_Right_little_1.BMP,impostor,12.0
81__F_Left_thumb_2.BMP,97__M_Left_index_2.BMP,impostor,8.0
10__M_Right_little_1.BMP,12__M_Right_middle_2.BMP,impostor,14.0
36__M_Right_thumb_3.BMP,83__M_Right_thumb_1.BMP,impostor,12.0
39__M_Left_thumb_1.BMP,91__F_Right_index_2.BMP,impostor,10.0
29__F_Right_index_3.BMP,57__M_Right_ring_3.BMP,impostor,16.0
34__M_Right_thumb_1.BMP,95__M_Left_little_1.BMP,impostor,8.0
35__M_Left_middle_2.BMP,38__M_Left_index_2.BMP,impostor,20.0
28__M_Right_index_3.BMP,64__M_Left_little_3.BMP,impostor,20.0
42__F_Right_index_2.BMP,59__F_Left_thumb_2.BMP,impostor,8.0
57__M_Right_thumb_1.BMP,83__M_Right_middle_1.BMP,impostor,12.0
14__M_Left_middle_3.BMP,87__M_Left_index_3.BMP,impostor,14.0
32__M_Left_little_1.BMP,95__M_Left_thumb_2.BMP,impostor,24.0
73__M_Right_ring_2.BMP,78__F_Left_index_1.BMP,impostor,14.0
29__F_Left_middle_1.BMP,81__F_Left_thumb_2.BMP,impostor,8.0
64__M_Right_thumb_3.BMP,74__F_Right_middle_3.BMP,impostor,14.0
24__F_Right_ring_2.BMP,44__M_Right_index_1.BMP,impostor,18.0
55__M_Left_thumb_1.BMP,61__M_Left_ring_2.BMP,impostor,22.0
1__M_Left_thumb_2.BMP,33__M_Right_little_3.BMP,impostor,14.0
72__M_Left_ring_1.BMP,85__M_Left_little_3.BMP,impostor,8.0
98__M_Right_middle_3.BMP,9__M_Right_index_3.BMP,impostor,20.0
62__M_Right_ring_2.BMP,73__M_Left_ring_1.BMP,impostor,14.0
55__M_Right_little_2.BMP,68__M_Right_middle_3.BMP,impostor,20.0
51__M_Right_index_1.BMP,70__M_Right_thumb_2.BMP,impostor,12.0
22__M_Left_thumb_1.BMP,31__F_Left_ring_3.BMP,impostor,12.0
15__F_Left_ring_2.BMP,86__M_Left_little_2.BMP,impostor,8.0
16__M_Right_thumb_2.BMP,31__F_Right_middle_3.BMP,impostor,18.0
1__M_Left_thumb_2.BMP,75__F_Right_index_3.BMP,impostor,12.0
72__M_Left_thumb_1.BMP,97__M_Right_middle_3.BMP,impostor,12.0
63__M_Right_middle_3.BMP,92__F_Right_ring_1.BMP,impostor,16.0
45__M_Left_little_2.BMP,96__M_Right_thumb_3.BMP,impostor,14.0
76__F_Right_thumb_3.BMP,98__M_Left_little_3.BMP,impostor,12.0
57__M_Right_ring_1.BMP,75__F_Left_index_3.BMP,impostor,8.0
1__M_Right_ring_2.BMP,93__M_Right_index_3.BMP,impostor,8.0
47__F_Left_thumb_2.BMP,99__M_Right_little_3.BMP,impostor,16.0
16__M_Left_little_1.BMP,85__M_Right_little_1.BMP,impostor,14.0
68__M_Right_thumb_2.BMP,8__M_Left_ring_3.BMP,impostor,12.0
63__M_Right_middle_1.BMP,73__M_Left_little_3.BMP,impostor,12.0
42__F_Left_index_3.BMP,62__M_Right_little_3.BMP,impostor,16.0
15__F_Right_index_1.BMP,27__M_Right_middle_3.BMP,impostor,12.0
10__M_Left_little_1.BMP,25__F_Left_middle_1.BMP,impostor,14.0
12__M_Left_thumb_2.BMP,94__M_Left_ring_3.BMP,impostor,16.0
19__M_Right_little_3.BMP,90__M_Right_ring_3.BMP,impostor,10.0
31__F_Right_thumb_3.BMP,93__M_Left_little_2.BMP,impostor,18.0
36__M_Right_little_3.BMP,74__F_Right_thumb_3.BMP,impostor,16.0
26__M_Right_little_3.BMP,3__M_Left_thumb_3.BMP,impostor,12.0
21__M_Left_ring_2.BMP,97__M_Right_index_1.BMP,impostor,18.0
24__F_Right_middle_2.BMP,53__M_Left_index_1.BMP,impostor,8.0
58__M_Left_middle_1.BMP,90__M_Right_little_3.BMP,impostor,16.0
35__M_Right_little_1.BMP,83__M_Right_middle_2.BMP,impostor,12.0
10__M_Left_middle_3.BMP,72__M_Right_thumb_2.BMP,impostor,14.0
83__M_Left_thumb_1.BMP,98__M_Right_index_2.BMP,impostor,18.0
21__M_Left_ring_1.BMP,64__M_Left_ring_1.BMP,impostor,12.0
48__F_Left_little_3.BMP,5__M_Right_index_2.BMP,impostor,6.0
19__M_Left_middle_2.BMP,20__M_Right_index_3.BMP,impostor,6.0
22__M_Right_thumb_2.BMP,9__M_Left_middle_2.BMP,impostor,12.0
75__F_Left_little_1.BMP,99__M_Right_index_3.BMP,impostor,14.0
59__F_Right_thumb_2.BMP,63__M_Left_ring_3.BMP,impostor,12.0
29__F_Left_ring_1.BMP,55__M_Right_ring_1.BMP,impostor,12.0
15__F_Left_index_2.BMP,45__M_Left_index_3.BMP,impostor,10.0
72__M_Right_little_1.BMP,97__M_Right_thumb_1.BMP,impostor,12.0
45__M_Left_index_2.BMP,63__M_Left_little_3.BMP,impostor,14.0
28__M_Right_middle_2.BMP,41__M_Right_index_2.BMP,impostor,14.0
35__M_Left_little_2.BMP,38__M_Left_thumb_2.BMP,impostor,10.0
26__M_Left_index_2.BMP,31__F_Left_middle_3.BMP,impostor,8.0
14__M_Left_middle_2.BMP,38__M_Right_ring_1.BMP,impostor,10.0
23__M_Left_ring_3.BMP,51__M_Left_index_1.BMP,impostor,10.0
100__M_Left_little_3.BMP,15__F_Left_middle_1.BMP,impostor,14.0
36__M_Right_little_2.BMP,72__M_Left_thumb_2.BMP,impostor,14.0
28__M_Right_ring_1.BMP,30__F_Left_little_3.BMP,impostor,12.0
36__M_Left_index_3.BMP,48__F_Left_ring_1.BMP,impostor,12.0
23__M_Right_middle_3.BMP,65__M_Left_index_3.BMP,impostor,10.0
12__M_Right_thumb_1.BMP,98__M_Right_index_3.BMP,impostor,8.0
1__M_Right_ring_3.BMP,22__M_Right_ring_1.BMP,impostor,10.0
19__M_Left_thumb_2.BMP,55__M_Right_little_2.BMP,impostor,10.0
17__M_Left_middle_1.BMP,35__M_Right_ring_3.BMP,impostor,12.0
100__M_Right_index_2.BMP,49__M_Right_index_3.BMP,impostor,14.0
25__F_Right_index_3.BMP,37__M_Left_little_2.BMP,impostor,14.0
66__F_Left_index_2.BMP,74__F_Left_index_2.BMP,impostor,10.0
31__F_Right_middle_2.BMP,32__M_Right_little_1.BMP,impostor,8.0
58__M_Right_index_3.BMP,72__M_Left_index_1.BMP,impostor,16.0
7__M_Right_thumb_1.BMP,99__M_Right_little_3.BMP,impostor,10.0
